order_no,status,datetime,outlet,service_type,service_number,sale_date,shift,terminal,placed_by,closed_by,table_info,items,discount_type,discount_amount,total
003043,Completed,03-10-2023 08:39:00 PM,Default Outlet,Dine-in,# 15,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 7,BBQ Chicken Offer (qty: 2) + 12” (399.00) | Naga Spicy Chicken (qty: 1) + Medium (430.00) | Soft Drinks (qty: 7) | Fresh Water (qty: 1),,,"1,458.00"
003042,Completed,03-10-2023 08:23:06 PM,Default Outlet,Delivery,# 16,03-10-2023,Default Shift,Default Terminal,Admin,Admin,,Pizza Pasta Combo Offer (qty: 1),,,579.00
003041,Completed,03-10-2023 07:13:21 PM,Default Outlet,Dine-in,# 9,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,Pizza Italian (qty: 1) + Small (270.00) | Soft Drinks (qty: 1),,,250.00
003040,Completed,03-10-2023 07:05:42 PM,Default Outlet,Dine-in,# 10,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Red Chilli Pasta (qty: 1) | Soft Drinks (qty: 1),,,509.00
003039,Completed,03-10-2023 06:45:42 PM,Default Outlet,Dine-in,# 12,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003038,Completed,03-10-2023 05:45:03 PM,Default Outlet,Dine-in,# 5,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage Offer (qty: 1) + 9” (299.00),,,299.00
003037,Completed,03-10-2023 05:42:17 PM,Default Outlet,Dine-in,# 6,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Soft Drinks (qty: 2),,,259.00
003036,Completed,03-10-2023 05:38:52 PM,Default Outlet,Dine-in,# 7,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 2,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Fresh Water (qty: 1),,,219.00
003035,Completed,03-10-2023 05:37:34 PM,Default Outlet,Dine-in,# 2,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 2),,,359.00
003034,Completed,03-10-2023 05:32:40 PM,Default Outlet,Takeaway,# 8,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 7,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003033,Completed,03-10-2023 01:46:35 PM,Default Outlet,Takeaway,# 1,03-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003032,Completed,02-10-2023 10:50:56 PM,Default Outlet,Takeaway,# 16,02-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003031,Completed,02-10-2023 10:43:52 PM,Default Outlet,Dine-in,# 15,02-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ &amp; Sausage Combo Offer 9” (qty: 1) | Fresh Water (qty: 1) | Soft Drinks (qty: 2),,,679.00
003030,Completed,02-10-2023 09:58:39 PM,Default Outlet,Delivery,# 14,02-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Chicken Sausage Offer (qty: 1) + 6” (199.00),,,498.00
003029,Completed,02-10-2023 09:32:01 PM,Default Outlet,Delivery,# 13,02-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003028,Completed,02-10-2023 08:43:15 PM,Default Outlet,Dine-in,# 12,02-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 2,Mega Meal (qty: 1),,,600.00
003027,Completed,02-10-2023 08:33:20 PM,Default Outlet,Delivery,# 11,02-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003026,Completed,02-10-2023 08:10:04 PM,Default Outlet,Takeaway,# 10,02-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003025,Completed,02-10-2023 07:39:52 PM,Default Outlet,Delivery,# 9,02-10-2023,Default Shift,Default Terminal,Admin,Admin,,Mixed Pasta (qty: 1),,,230.00
003024,Completed,02-10-2023 06:56:03 PM,Default Outlet,Delivery,# 8,02-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003023,Completed,02-10-2023 06:36:55 PM,Default Outlet,Delivery,# 7,02-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003022,Completed,02-10-2023 05:34:42 PM,Default Outlet,Takeaway,# 5,02-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 9” (qty: 1),,,599.00
003021,Completed,02-10-2023 05:15:46 PM,Default Outlet,Dine-in,# 4,02-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 2),,,359.00
003020,Completed,02-10-2023 03:24:57 PM,Default Outlet,Dine-in,# 2,02-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage Offer (qty: 1) + 6” (199.00) | Fresh Water (qty: 1) + 6” (199.00) | Soft Drinks (qty: 1) | BBQ Chicken Offer (qty: 1),,,448.00
003019,Completed,02-10-2023 01:11:49 PM,Default Outlet,Takeaway,# 1,02-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003018,Completed,01-10-2023 10:30:33 PM,Default Outlet,Delivery,# 17,01-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003017,Completed,01-10-2023 08:24:19 PM,Default Outlet,Dine-in,# 16,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,Pizza Italian (qty: 1) + Medium (410.00) | Soft Drinks (qty: 2) | Chocolate Cold Coffee (qty: 3),,,710.00
003016,Completed,01-10-2023 08:03:43 PM,Default Outlet,Dine-in,# 14,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Chicken Pop (qty: 1) | Soft Drinks (qty: 1),,,379.00
003015,Completed,01-10-2023 07:59:29 PM,Default Outlet,Delivery,# 15,01-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003014,Completed,01-10-2023 07:57:56 PM,Default Outlet,Dine-in,# 13,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Soft Drinks (qty: 3),,,489.00
003013,Completed,01-10-2023 07:47:02 PM,Default Outlet,Dine-in,# 11,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,Corridor Special Pasta (qty: 1) | Chocolate Cold Coffee (qty: 1),,,330.00
003012,Completed,01-10-2023 07:25:21 PM,Default Outlet,Dine-in,# 9,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Naga Spicy Chicken (qty: 1) + Medium (430.00) | White Sauce Pasta (qty: 1) | Chocolate Cold Coffee (qty: 1) | Fresh Water (qty: 2),,,750.00
003011,Completed,01-10-2023 07:06:50 PM,Default Outlet,Delivery,# 12,01-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (480.00),,,410.00
003010,Completed,01-10-2023 06:38:40 PM,Default Outlet,Dine-in,# 8,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Chocolate Cold Coffee (qty: 2) | Potato Masala Wedges (qty: 1),,,250.00
003009,Completed,01-10-2023 06:37:13 PM,Default Outlet,Dine-in,# 10,01-10-2023,Default Shift,Default Terminal,Admin,Admin,,Pizza Italian (qty: 1) + Large (530.00) | French Fry (qty: 1) | Chicken Shawarma (qty: 1) | Fresh Water (qty: 1),,,820.00
003008,Completed,01-10-2023 05:48:27 PM,Default Outlet,Dine-in,# 5,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Hot Coffee (qty: 1) + 12” (399.00) | BBQ Chicken Offer (qty: 1) + 6” (199.00) | BBQ Chicken Offer (qty: 1) | Potato Masala Wedges (qty: 1) | Cheesy Chicken Nachos (qty: 1),,,948.00
003007,Completed,01-10-2023 05:12:02 PM,Default Outlet,Dine-in,# 6,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Fresh Water (qty: 1),,,319.00
003006,Completed,01-10-2023 05:09:40 PM,Default Outlet,Dine-in,# 4,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 2,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Red Chilli Pasta (qty: 1) | Soft Drinks (qty: 1),,,409.00
003005,Completed,01-10-2023 04:41:32 PM,Default Outlet,Dine-in,# 3,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 2),,,359.00
003004,Completed,01-10-2023 01:03:42 PM,Default Outlet,Dine-in,# 1,01-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Cheesy Chicken Nachos (qty: 1),,,190.00
003003,Completed,01-10-2023 01:01:00 PM,Default Outlet,Takeaway,# 2,01-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003002,Completed,30-09-2023 10:56:01 PM,Default Outlet,Dine-in,# 27,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Corridor Special Pasta (qty: 1) | Chicken Wrap (qty: 1),,,430.00
003001,Completed,30-09-2023 09:32:26 PM,Default Outlet,Delivery,# 26,30-09-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003000,Completed,30-09-2023 09:07:06 PM,Default Outlet,Dine-in,# 25,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
002999,Completed,30-09-2023 08:41:38 PM,Default Outlet,Delivery,# 24,30-09-2023,Default Shift,Default Terminal,Admin,Admin,,Pizza Pasta Combo Offer (qty: 1),,,579.00
002998,Completed,30-09-2023 08:00:06 PM,Default Outlet,Delivery,# 23,30-09-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
002997,Completed,30-09-2023 07:52:07 PM,Default Outlet,Dine-in,# 21,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 2),,,359.00
002996,Completed,30-09-2023 07:50:13 PM,Default Outlet,Dine-in,# 22,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,Pizza Italian (qty: 1) + Large (530.00) | Soft Drinks (qty: 4),,,650.00
002995,Completed,30-09-2023 07:35:12 PM,Default Outlet,Dine-in,# 18,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Potato Masala Wedges (qty: 1) | Soft Drinks (qty: 2),,,120.00
002994,Completed,30-09-2023 07:31:07 PM,Default Outlet,Takeaway,# 20,30-09-2023,Default Shift,Default Terminal,Admin,Admin,,Chicken Shawarma (qty: 2),,,300.00
002993,Completed,30-09-2023 07:28:35 PM,Default Outlet,Dine-in,# 17,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,Chicken Pop (qty: 1) | Chocolate Cold Coffee (qty: 3) | Potato Masala Wedges (qty: 1),,,430.00
002992,Completed,30-09-2023 07:10:57 PM,Default Outlet,Takeaway,# 19,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 7,Chicken Sausage Offer (qty: 1) + 9” (299.00),,,299.00
002991,Completed,30-09-2023 06:54:18 PM,Default Outlet,Dine-in,# 16,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 2) + 12” (399.00) | French Fry (qty: 2) | Soft Drinks (qty: 8),,,"1,278.00"
002990,Completed,30-09-2023 06:40:28 PM,Default Outlet,Dine-in,# 13,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage Offer (qty: 1) + 12” (399.00),,,399.00
002989,Completed,30-09-2023 06:12:19 PM,Default Outlet,Dine-in,# 11,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 7,Four Season (qty: 1) + Medium (470.00),,,470.00
002988,Completed,30-09-2023 05:56:19 PM,Default Outlet,Dine-in,# 7,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Soft Drinks (qty: 3),,,489.00
002987,Completed,30-09-2023 05:55:40 PM,Default Outlet,Dine-in,# 8,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
002986,Completed,30-09-2023 05:54:27 PM,Default Outlet,Dine-in,# 6,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage Offer (qty: 1) + 6” (199.00),,,199.00
002985,Completed,30-09-2023 05:51:40 PM,Default Outlet,Dine-in,# 9,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
002984,Completed,30-09-2023 05:43:46 PM,Default Outlet,Dine-in,# 10,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 2,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
002983,Completed,30-09-2023 05:33:35 PM,Default Outlet,Takeaway,# 5,30-09-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
002982,Completed,30-09-2023 04:12:36 PM,Default Outlet,Dine-in,# 3,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Chicken Sausage Offer (qty: 1) + 6” (199.00) | Chicken Pop (qty: 1) | Potato Masala Wedges (qty: 1) | Soft Drinks (qty: 3),,,728.00
002981,Completed,30-09-2023 03:57:21 PM,Default Outlet,Dine-in,# 4,30-09-2023,Default Shift,Default Terminal,Admin,Admin,,Soft Drinks (qty: 2),,,60.00
002980,Completed,30-09-2023 03:25:00 PM,Default Outlet,Dine-in,# 1,30-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Combo Offer 9” (qty: 1) | Soft Drinks (qty: 4),,,719.00
002979,Completed,29-09-2023 10:43:11 PM,Default Outlet,Dine-in,# 43,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (399.00) | BBQ Chicken Offer (qty: 1) + 9” (299.00),,,698.00
002978,Completed,29-09-2023 09:58:50 PM,Default Outlet,Takeaway,# 42,29-09-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 9” (qty: 1),,,599.00
002977,Completed,29-09-2023 09:41:45 PM,Default Outlet,Dine-in,# 38,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Mint Lemonade (qty: 1),,,70.00
002976,Completed,29-09-2023 09:41:32 PM,Default Outlet,Dine-in,# 37,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 1) | Fresh Water (qty: 1),,,349.00
002975,Completed,29-09-2023 09:22:59 PM,Default Outlet,Dine-in,# 34,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Fresh Water (qty: 1) | Soft Drinks (qty: 1),,,449.00
002974,Completed,29-09-2023 09:07:11 PM,Default Outlet,Delivery,# 36,29-09-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
002973,Completed,29-09-2023 09:06:30 PM,Default Outlet,Takeaway,# 35,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 7,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
002972,Completed,29-09-2023 08:24:37 PM,Default Outlet,Dine-in,# 28,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 2,Red Chilli Pasta (qty: 1) | Soft Drinks (qty: 2),,,240.00
002971,Completed,29-09-2023 08:23:24 PM,Default Outlet,Takeaway,# 33,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Naga Spicy Chicken (qty: 1) + Large (580.00) | Corridor Special Pasta (qty: 1) | Hot Coffee (qty: 2),,,970.00
002970,Completed,29-09-2023 07:50:49 PM,Default Outlet,Dine-in,# 25,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Fresh Water (qty: 1),,,419.00
002969,Completed,29-09-2023 07:34:42 PM,Default Outlet,Dine-in,# 24,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Chicken Sausage Offer (qty: 1) + 6” (199.00),,,398.00
002968,Completed,29-09-2023 07:28:01 PM,Default Outlet,Dine-in,# 26,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Fresh Water (qty: 1),,,20.00
002967,Completed,29-09-2023 07:25:55 PM,Default Outlet,Dine-in,# 21,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Sausage Offer (qty: 1) + 12” (399.00) | Red Chilli Pasta (qty: 1),,,579.00
002966,Completed,29-09-2023 07:16:25 PM,Default Outlet,Delivery,# 20,29-09-2023,Default Shift,Default Terminal,Admin,Admin,,Four Season (qty: 1) + Medium (470.00) | Extra Cheese (qty: 1),,,520.00
002965,Completed,29-09-2023 07:11:23 PM,Default Outlet,Dine-in,# 16,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 5,Chocolate Cold Coffee (qty: 2) | White Sauce Pasta (qty: 1),,,360.00
002964,Completed,29-09-2023 07:05:15 PM,Default Outlet,Takeaway,# 19,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Mexican Hot (qty: 1) + Small (250.00) | Naga Spicy Chicken (qty: 1) + Small (280.00) | Chicken Pop (qty: 1),,,680.00
002963,Completed,29-09-2023 07:02:10 PM,Default Outlet,Dine-in,# 17,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 1),,,329.00
002962,Completed,29-09-2023 06:56:28 PM,Default Outlet,Dine-in,# 18,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 2),,,359.00
002961,Completed,29-09-2023 06:41:04 PM,Default Outlet,Dine-in,# 15,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 2,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Chicken Sausage Offer (qty: 1) + 6” (199.00),,,398.00
002960,Completed,29-09-2023 06:35:38 PM,Default Outlet,Dine-in,# 5,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Chocolate Cold Coffee (qty: 1) | Chocolate Milk Shake (qty: 1) | Potato Masala Wedges (qty: 1),,,300.00
002959,Completed,29-09-2023 06:27:53 PM,Default Outlet,Dine-in,# 7,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Fresh Water (qty: 1),,,319.00
002958,Completed,29-09-2023 06:27:26 PM,Default Outlet,Dine-in,# 13,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Chicken Sausage Offer (qty: 1) + 6” (199.00),,,398.00
002957,Completed,29-09-2023 06:20:55 PM,Default Outlet,Takeaway,# 14,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 2) + 9” (299.00),,,598.00
002956,Completed,29-09-2023 06:19:27 PM,Default Outlet,Dine-in,# 6,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 1) | Fresh Water (qty: 1),,,349.00
002955,Completed,29-09-2023 05:37:11 PM,Default Outlet,Dine-in,# 4,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,Mexican Hot (qty: 1) + Medium (380.00) | Soft Drinks (qty: 1),,,410.00
002954,Completed,29-09-2023 04:19:38 PM,Default Outlet,Dine-in,# 3,29-09-2023,Default Shift,Default Terminal,Admin,Admin,,Fresh Water (qty: 1),,,20.00
002953,Completed,29-09-2023 04:17:59 PM,Default Outlet,Dine-in,# 2,29-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
002952,Completed,28-09-2023 10:38:42 PM,Default Outlet,Dine-in,# 34,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Fresh Water (qty: 1),,,319.00
002951,Completed,28-09-2023 10:35:43 PM,Default Outlet,Dine-in,# 33,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 2),,,359.00
002950,Completed,28-09-2023 09:49:36 PM,Default Outlet,Delivery,# 32,28-09-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
002949,Completed,28-09-2023 09:44:27 PM,Default Outlet,Dine-in,# 31,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 7,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Chocolate Cold Coffee (qty: 2),,,559.00
002948,Completed,28-09-2023 09:26:28 PM,Default Outlet,Dine-in,# 30,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
002947,Completed,28-09-2023 09:25:08 PM,Default Outlet,Delivery,# 24,28-09-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
002946,Completed,28-09-2023 09:24:39 PM,Default Outlet,Dine-in,# 26,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
002945,Completed,28-09-2023 09:24:01 PM,Default Outlet,Dine-in,# 25,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,Chocolate Cold Coffee (qty: 1) + 12” (399.00) | Chicken Sausage Offer (qty: 1) | Mixed Pasta (qty: 1),,,709.00
002944,Completed,28-09-2023 09:13:21 PM,Default Outlet,Dine-in,# 28,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
002943,Completed,28-09-2023 09:12:07 PM,Default Outlet,Takeaway,# 27,28-09-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
002942,Completed,28-09-2023 08:49:50 PM,Default Outlet,Dine-in,# 16,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Soft Drinks (qty: 1) | Mint Lemonade (qty: 1),,,499.00
002941,Completed,28-09-2023 08:43:03 PM,Default Outlet,Delivery,# 20,28-09-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
002940,Completed,28-09-2023 08:30:59 PM,Default Outlet,Dine-in,# 19,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
002939,Completed,28-09-2023 08:29:05 PM,Default Outlet,Dine-in,# 18,28-09-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Soft Drinks (qty: 1),,,229.00
